#,ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
,MAR03905,,ethanol[c] + NAD+[c] => acetaldehyde[c] + H+[c] + NADH[c],1.1.1.1;1.1.1.71,Adh1 or Adh4 or Adh5 or Adh6b or Adh7 or Adhfe1 or Zadh2,,,,,,Glycolysis / Gluconeogenesis,,,PMID:10868354;PMID:12491384;PMID:12818203;PMID:14674758;PMID:15289102;PMID:15299346;PMID:15327949;PMID:15682493;PMID:15713978,0
,MAR04105,,H+[c] + malonyl-CoA[c] => acetyl-CoA[c] + CO2[c],4.1.1.9,Mlycd,,,,,,Propanoate metabolism,,,PMID:101148;PMID:10455107;PMID:15003260;PMID:4180063;PMID:4731972;PMID:5578610;PMID:9869665,0
,MAR04106,,H+[m] + malonyl-CoA[m] => acetyl-CoA[m] + CO2[m],4.1.1.9,Mlycd,,,,,,Propanoate metabolism,,,PMID:101148;PMID:10455107;PMID:15003260;PMID:4180063;PMID:4731972;PMID:5578610;PMID:9869665,0
,MAR04107,,H+[p] + malonyl-CoA[p] => acetyl-CoA[p] + CO2[p],4.1.1.9,Mlycd,,,,,,Propanoate metabolism,,,PMID:101148;PMID:10455107;PMID:15003260;PMID:4180063;PMID:4731972;PMID:5578610;PMID:9869665,0
,MAR04282,,3-oxopropanoate[m] + CoA[m] + NAD+[m] => acetyl-CoA[m] + CO2[m] + NADH[m],1.2.1.18;1.2.1.27,Aldh6a1,,,,,,Propanoate metabolism,,,PMID:10989432;PMID:1527093;PMID:2768248;PMID:4285894,0
,MAR04331,,AMP[c] + H+[c] + propanoyl-CoA[c] <=> CoA[c] + propinol adenylate[c],6.2.1.17;6.2.1.1,Acss1 or Acss2 or Acss3,,,,,,Propanoate metabolism,,,PMID:10843999;PMID:1924964;PMID:2009071;PMID:2884217;PMID:7341659,0
,MAR04459,,ATP[c] + H+[c] + propanoate[c] => PPi[c] + propinol adenylate[c],6.2.1.1;6.2.1.17,Acss1 or Acss2 or Acss3,,,,,,Propanoate metabolism,,,PMID:10843999;PMID:1924964;PMID:2009071;PMID:2884217;PMID:7341659,0
,MAR04460,,ATP[m] + H+[m] + propanoate[m] <=> PPi[m] + propinol adenylate[m],6.2.1.1;6.2.1.17,Acss1 or Acss2 or Acss3,,,,,,Propanoate metabolism,,,PMID:10843999;PMID:1924964;PMID:2009071;PMID:2884217;PMID:7341659,0
,MAR04497,,hydracrylate[m] + NAD+[m] => 3-oxopropanoate[m] + H+[m] + NADH[m],1.1.1.59,Dhcr24,,,,,,Propanoate metabolism,,,PMID:13672942,0
,MAR04741,,3-hydroxypropionyl-CoA[m] + H2O[m] => CoA[m] + H+[m] + hydracrylate[m],3.1.2.4,Hibch,,,,,,Propanoate metabolism,,,PMID:10989434;PMID:8188708;PMID:8824301,0
,MAR09804,,3-hydroxypropionyl-CoA[m] + NADP+[m] <=> H+[m] + NADPH[m] + 3-oxopropionyl-CoA[m],1.1.1.-,Adh5 or Akr1b8 or Akr1c20 or Akr1c6 or Bdh2 or Cbr4 or Ctbp1 or Dhrs2 or H2-Ke6 or Hsd11b2 or Hsd17b11 or Hsd17b14 or Hsd3b7 or Htatip2 or Mdh1b or Rdh10 or Rdh12 or Rdh13 or Rdh14 or Sdr16c5 or Sdr42e1 or Sdr9c7 or Wwox,,,,,,Propanoate metabolism,,,,0
,MAR01434,,acetoacetyl-CoA[c] + CoA[c] <=> 2 acetyl-CoA[c],2.3.1.9,Acat2,,,,,,Butanoate metabolism,,,PMID:10064897;PMID:10806397;PMID:1121274;PMID:11330060;PMID:15733928;PMID:1679347;PMID:16927236;PMID:17236799;PMID:1735445;PMID:1979337;PMID:3194209;PMID:6131897;PMID:6378901;PMID:7911016;PMID:8241273,0
,MAR01436,,acetoacetate[c] + ATP[c] + CoA[c] => acetoacetyl-CoA[c] + AMP[c] + PPi[c],6.2.1.16,Aacs,,,,,,Butanoate metabolism,,,PMID:4073493,0
,MAR03163,,butyryl-CoA[m] + FAD[m] => crotonyl-CoA[m] + FADH2[m],1.3.99.3,Acad10 or Acad11 or Acad8 or Acad9 or Acadm or Acads or Acadsb,,,,,,Butanoate metabolism,,,PMID:13295225;PMID:3597357,0
,MAR04604,,acetoacetyl-CoA[p] + acetyl-CoA[p] + H2O[p] => CoA[p] + H+[p] + HMG-CoA[p],2.3.3.10,Hmgcs1,,,,,,Butanoate metabolism,,,PMID:11087424;PMID:11108725;PMID:1358203;PMID:7893153,0
,MAR05351,,2-hydroxybutyrate[c] + NAD+[c] <=> 2-oxobutyrate[c] + H+[c] + NADH[c],1.1.1.27,Ldhal6b or Ldhb or Ldhc or Uevld,,,,,,Butanoate metabolism,,,,0
,MAR04052,,ATP[c] + ribose-5-phosphate[c] => AMP[c] + H+[c] + PRPP[c],2.7.6.1,Prps1 or Prps1l1 or Prps2,,,,,,Pentose phosphate pathway,,,PMID:11101685;PMID:7572345,0
,MAR04304,,"glucose-6-phosphate[r] + NADP+[r] => glucono-1,5-lactone-6-phosphate[r] + H+[r] + NADPH[r]",1.1.1.49,G6pdx,,,,,,Pentose phosphate pathway,,,PMID:15774558;PMID:16756494;PMID:2753047;PMID:4169027,0
,MAR04306,,"glucono-1,5-lactone-6-phosphate[c] + H+[c] + NADPH[c] <=> glucose-6-phosphate[c] + NADP+[c]",1.1.1.49,G6pdx,,,,,,Pentose phosphate pathway,,,PMID:15774558;PMID:16756494;PMID:2753047;PMID:4169027,0
,MAR04350,,ADP[c] + H+[c] + ribose-5-phosphate[c] <=> ATP[c] + ribose[c],2.7.1.15,Babam2 or Rbks,,,,,,Pentose phosphate pathway,,,PMID:13295274;PMID:17618002,0
,MAR04351,,ribose-5-phosphate[r] <=> ribulose-5-phosphate[r],5.3.1.6,Rpia,,,,,,Pentose phosphate pathway,,,PMID:14690456;PMID:14988808;PMID:15234337;PMID:2843500,0
,MAR04352,,ribose-5-phosphate[c] <=> ribulose-5-phosphate[c],5.3.1.6,Rpia,,,,,,Pentose phosphate pathway,,,PMID:14690456;PMID:14988808;PMID:15234337;PMID:2843500,0
,MAR04354,,ribose-1-phosphate[c] <=> ribose-5-phosphate[c],5.4.2.2;5.4.2.7,Pgm1 or Pgm2,,,,,,Pentose phosphate pathway,,,PMID:14953458;PMID:3023765;PMID:5769188;PMID:8050998,0
,MAR04398,,2-deoxy-D-ribose-5-phosphate[c] <=> acetaldehyde[c] + GAP[c],4.1.2.4,Dera,,,,,,Pentose phosphate pathway,,,PMID:4989681;PMID:9226884,0
,MAR04404,,D-xylulose-5-phosphate[c] + erythrose-4-phosphate[c] <=> fructose-6-phosphate[c] + GAP[c],2.2.1.1,Tkt or Tktl1 or Tktl2,,,,,,Pentose phosphate pathway,,,PMID:234468;PMID:2495942;PMID:2843500;PMID:3089282;PMID:5141430;PMID:7115375;PMID:7154948;PMID:9924800,0
,MAR04473,,6-phospho-D-gluconate[r] + NADP+[r] => CO2[r] + NADPH[r] + ribulose-5-phosphate[r],1.1.1.44,Pgd,,,,,,Pentose phosphate pathway,,,PMID:12398160;PMID:1504088;PMID:15558954;PMID:16756494;PMID:2753047;PMID:3943305;PMID:6212636;PMID:7194116;PMID:7225115;PMID:7623792,0
,MAR04474,,6-phospho-D-gluconate[c] + NADP+[c] => CO2[c] + NADPH[c] + ribulose-5-phosphate[c],1.1.1.44,Pgd,,,,,,Pentose phosphate pathway,,,PMID:12398160;PMID:1504088;PMID:15558954;PMID:16756494;PMID:2753047;PMID:3943305;PMID:6212636;PMID:7194116;PMID:7225115;PMID:7623792,0
,MAR04476,,6-phospho-D-gluconate[c] + ADP[c] + H+[c] <=> ATP[c] + D-gluconic acid[c],2.3.1.57,Sat1 or Sat2,,,,,,Pentose phosphate pathway,,,PMID:10978316,0
,MAR04477,,D-xylulose-5-phosphate[c] <=> ribulose-5-phosphate[c],5.1.3.1,Rpe,,,,,,Pentose phosphate pathway,,,PMID:15234337;PMID:234468;PMID:2843500,0
,MAR04501,,D-xylulose-5-phosphate[c] + ribose-5-phosphate[c] <=> GAP[c] + sedoheptulose-7-phosphate[c],2.2.1.1,Tkt or Tktl1 or Tktl2,,,,,,Pentose phosphate pathway,,,PMID:13385248;PMID:2495942,0
,MAR04565,,GAP[c] + sedoheptulose-7-phosphate[c] <=> erythrose-4-phosphate[c] + fructose-6-phosphate[c],2.2.1.2,Taldo1,,,,,,Pentose phosphate pathway,,,PMID:8549825,0
,MAR04567,,"ADP[c] + H+[c] + sedoheptulose-1,7-bisphosphate[c] <=> ATP[c] + sedoheptulose-7-phosphate[c]",2.7.1.11,Pfkl or Pfkm or Pfkp,,,,,,Pentose phosphate pathway,,,PMID:4084320;PMID:4272358,0
,MAR04568,,"H+[c] + sedoheptulose-1,7-bisphosphate[c] + UDP[c] <=> sedoheptulose-7-phosphate[c] + UTP[c]",2.7.1.11,Pfkl or Pfkm or Pfkp,,,,,,Pentose phosphate pathway,,,PMID:11945275,0
,MAR04623,,"glucono-1,5-lactone-6-phosphate[r] + H2O[r] => 6-phospho-D-gluconate[r] + H+[r]",3.1.1.31,H6pd or Pgls,,,,,,Pentose phosphate pathway,,,PMID:3858849;PMID:3932573;PMID:6852020;PMID:971315,0
,MAR04625,,"glucono-1,5-lactone-6-phosphate[c] + H2O[c] => 6-phospho-D-gluconate[c] + H+[c]",3.1.1.31,H6pd or Pgls,,,,,,Pentose phosphate pathway,,,PMID:3858849;PMID:3932573;PMID:6852020;PMID:971315,0
,MAR04710,,2-deoxy-D-ribose-1-phosphate[c] <=> 2-deoxy-D-ribose-5-phosphate[c],5.4.2.7,Pgm2,,,,,,Pentose phosphate pathway,,,PMID:3023765,0
,MAR04841,,H+[c] + NADH[c] + ribose[c] <=> NAD+[c] + ribitol[c],1.2.1.5,Aldh1a3 or Aldh3a1 or Aldh3b1 or Aldh3b2,,,,,,Pentose phosphate pathway,,,PMID:15234337,0
,MAR08074,,ATP[c] + deoxyribose[c] => 2-deoxy-D-ribose-5-phosphate[c] + ADP[c] + H+[c],2.7.1.15,Babam2 or Rbks,,,,,,Pentose phosphate pathway,,,,0
,MAR08653,,"glucono-1,5-lactone-6-phosphate[r] + H+[r] + NADH[r] <=> glucose-6-phosphate[r] + NAD+[r]",3.1.1.31,H6pd or Pgls,,,,,,Pentose phosphate pathway,,,,0
,MAR03998,,ADP[c] + H2O[c] => AMP[c] + H+[c] + Pi[c],3.6.1.5;3.6.1.6,Cant1 or Entpd1 or Entpd2 or Entpd3 or Entpd4b or Entpd5 or Entpd6 or Entpd8,,,,,,Purine metabolism,,,PMID:11278936,0
,MAR04000,,ATP[c] => cAMP[c] + PPi[c],4.6.1.1;4.6.1.2,(Gucy1a1 and Gucy1b1) or Adcy1 or Adcy10 or Adcy2 or Adcy3 or Adcy4 or Adcy5 or Adcy6 or Adcy7 or Adcy8 or Adcy9 or Gucy1a2 or Gucy2c or Gucy2e or Gucy2f or Npr1 or Npr2,,,,,,Purine metabolism,,,PMID:10966920;PMID:15659711,0
,MAR04002,,2 ADP[c] <=> AMP[c] + ATP[c],2.7.4.3,Ak1 or Ak2 or Ak3 or Ak4 or Ak5 or Ak6 or Ak7 or Ak8 or Ak9 or Taf9,,,,,,Purine metabolism,,,PMID:16798851;PMID:1969292;PMID:211388;PMID:6182143;PMID:6244157,0
,MAR04004,,2 ADP[m] <=> AMP[m] + ATP[m],2.7.4.3,Ak1 or Ak2 or Ak3 or Ak4 or Ak5 or Ak6 or Ak7 or Ak8 or Ak9 or Taf9,,,,,,Purine metabolism,,,PMID:16798851;PMID:1969292;PMID:211388;PMID:6182143;PMID:6244157,0
,MAR04010,,AMP[c] + H2O[c] => adenosine[c] + Pi[c],3.1.3.5,Acpp or Nt5c or Nt5c1a or Nt5c1b or Nt5c2 or Nt5c3 or Nt5c3b or Nt5e or Nt5m or Rbak,,,,,,Purine metabolism,,,PMID:1550832,0
,MAR04081,,AMP[s] + H2O[s] => adenosine[s] + Pi[s],3.1.3.5,Acpp or Nt5c or Nt5c1a or Nt5c1b or Nt5c2 or Nt5c3 or Nt5c3b or Nt5e or Nt5m or Rbak,,,,,,Purine metabolism,,,PMID:1550832,0
,MAR04082,,AMP[m] + H2O[m] => adenosine[m] + Pi[m],3.1.3.5,Acpp or Nt5c or Nt5c1a or Nt5c1b or Nt5c2 or Nt5c3 or Nt5c3b or Nt5e or Nt5m or Rbak,,,,,,Purine metabolism,,,PMID:1550832,0
,MAR04012,,adenosine[c] + ATP[c] => ADP[c] + AMP[c] + H+[c],2.7.1.20;2.7.1.74,Adk or Dck,,,,,,Purine metabolism,,,PMID:132087;PMID:3030413;PMID:6315069,0
,MAR04014,,cAMP[c] + H2O[c] => AMP[c] + H+[c],3.1.4.17,Il18bp or Pde10a or Pde11a or Pde1a or Pde1b or Pde1c or Pde2a or Pde3a or Pde3b or Pde4a or Pde4b or Pde4c or Pde4d or Pde5a or Pde6a or Pde6b or Pde6c or Pde6d or Pde6g or Pde6h or Pde7a or Pde7b or Pde8a or Pde8b or Pde9a,,,,,,Purine metabolism,,,PMID:10441464;PMID:11368177;PMID:14604994;PMID:17324123;PMID:3007144,0
,MAR04020,,ADP[c] + GDP[c] <=> ATP[c] + GMP[c],2.7.4.8,Guk1,,,,,,Purine metabolism,,,PMID:8663313,0
,MAR04022,,GTP[c] => cGMP[c] + PPi[c],4.6.1.1;4.6.1.2,(Gucy1a1 and Gucy1b1) or Adcy1 or Adcy10 or Adcy2 or Adcy3 or Adcy4 or Adcy5 or Adcy6 or Adcy7 or Adcy8 or Adcy9 or Gucy1a2 or Gucy2c or Gucy2e or Gucy2f or Npr1 or Npr2,,,,,,Purine metabolism,,,PMID:11952099,0
,MAR04038,,FAICAR[c] <=> H2O[c] + IMP[c],3.5.4.10,Atic,,,,,,Purine metabolism,,,PMID:8567683;PMID:9332377,0
,MAR04040,,H2O[c] + IMP[c] + NAD+[c] => H+[c] + NADH[c] + xanthosine-5-phosphate[c],1.1.1.205,Impdh1 or Impdh2,,,,,,Purine metabolism,,,PMID:4371273,0
,MAR04042,,aspartate[c] + GTP[c] + IMP[c] => adenylosuccinate[c] + GDP[c] + 2 H+[c] + Pi[c],6.3.4.4,Adss or Adssl1,,,,,,Purine metabolism,,,PMID:1592113,0
,MAR04046,,ATP[c] + glutamine[c] + H2O[c] + xanthosine-5-phosphate[c] => AMP[c] + glutamate[c] + GMP[c] + 2 H+[c] + PPi[c],6.3.5.2,Gmps,,,,,,Purine metabolism,,,PMID:3436958;PMID:6260205;PMID:8089153,0
,MAR04048,,cGMP[c] + H2O[c] => GMP[c] + H+[c],3.1.4.17;3.1.4.35,Il18bp or Pde10a or Pde11a or Pde1a or Pde1b or Pde1c or Pde2a or Pde3a or Pde3b or Pde4a or Pde4b or Pde4c or Pde4d or Pde5a or Pde6a or Pde6b or Pde6c or Pde6d or Pde6g or Pde6h or Pde7a or Pde7b or Pde8a or Pde8b or Pde9a,,,,,,Purine metabolism,,,PMID:14604994,0
,MAR04080,,AMP[c] + H2O[c] => IMP[c] + NH3[c],3.5.4.17;3.5.4.6,Ampd1 or Ampd2 or Ampd3,,,,,,Purine metabolism,,,PMID:12482028;PMID:7034783,0
,MAR04085,,AMP[c] + PPi[c] <=> adenine[c] + PRPP[c],2.4.2.7,Aprt,,,,,,Purine metabolism,,,PMID:6778226;PMID:692402,0
,MAR04086,,AMP[s] + PPi[s] <=> adenine[s] + PRPP[s],2.4.2.7,Aprt,,,,,,Purine metabolism,,,PMID:6778226;PMID:692402,0
,MAR04134,,GDP[s] + H2O[s] => GMP[s] + H+[s] + Pi[s],3.6.1.5;3.6.1.6;3.6.1.42,Cant1 or Entpd1 or Entpd2 or Entpd3 or Entpd4b or Entpd5 or Entpd6 or Entpd8,,,,,,Purine metabolism,,,PMID:8529670,0
,MAR04135,,ADP[m] + GDP[m] <=> ATP[m] + GMP[m],2.7.4.8,Guk1,,,,,,Purine metabolism,,,PMID:8663313,0
,MAR04168,,GTP[c] + H2O[c] => GMP[c] + H+[c] + PPi[c],3.6.1.19;3.6.1.8,Itpa,,,,,,Purine metabolism,,,PMID:11278832;PMID:4310599,0
,MAR04171,,GDP[c] + H+[c] + PEP[c] => GTP[c] + pyruvate[c],2.7.1.40,Pklr or Pkm,,,,,,Purine metabolism,,,PMID:1009117;PMID:7154942,0
,MAR04290,,H2O[s] + ITP[s] => H+[s] + IDP[s] + Pi[s],3.6.1.5,Entpd1 or Entpd3 or Entpd8,,,,,,Purine metabolism,,,PMID:15652174;PMID:16752921;PMID:17095758,0
,MAR04406,,glutamine[c] + H2O[c] + PRPP[c] => 5-phosphoribosylamine[c] + glutamate[c] + PPi[c],2.4.2.14,Ppat,,,,,,Purine metabolism,,,PMID:447621;PMID:8380692,0
,MAR04412,,AMP[c] + fumarate[c] <=> adenylosuccinate[c],4.3.2.2,Adsl or Tnrc6b,,,,,,Purine metabolism,,,PMID:1872474,0
,MAR04417,,H2O[c] + IMP[c] => inosine[c] + Pi[c],3.1.3.5,Acpp or Nt5c or Nt5c1a or Nt5c1b or Nt5c2 or Nt5c3 or Nt5c3b or Nt5e or Nt5m or Rbak,,,,,,Purine metabolism,,,PMID:11690631;PMID:7999131,0
,MAR04418,,IMP[c] + PPi[c] <=> hypoxanthine[c] + PRPP[c],2.4.2.8,Hprt,,,,,,Purine metabolism,,,PMID:16861950,0
,MAR04419,,GMP[c] + H+[c] + NADPH[c] => IMP[c] + NADP+[c] + NH3[c],1.7.1.7,Gmpr or Gmpr2,,,,,,Purine metabolism,,,PMID:12009299;PMID:12669231,0
,MAR04421,,dADP[c] + H+[c] + PEP[c] => dATP[c] + pyruvate[c],2.7.1.40,Pklr or Pkm,,,,,,Purine metabolism,,,PMID:1009117;PMID:7154942,0
,MAR04449,,GMP[c] + H2O[c] => guanosine[c] + Pi[c],3.1.3.5,Acpp or Nt5c or Nt5c1a or Nt5c1b or Nt5c2 or Nt5c3 or Nt5c3b or Nt5e or Nt5m or Rbak,,,,,,Purine metabolism,,,PMID:10899995,0
,MAR04450,,GMP[s] + H2O[s] => guanosine[s] + Pi[s],3.1.3.5,Acpp or Nt5c or Nt5c1a or Nt5c1b or Nt5c2 or Nt5c3 or Nt5c3b or Nt5e or Nt5m or Rbak,,,,,,Purine metabolism,,,PMID:10899995,0
,MAR04451,,ADP[m] + GMP[m] + H+[m] => ATP[m] + guanosine[m],2.7.1.73,,,,,,,Purine metabolism,,,,0
,MAR04452,,GMP[c] + PPi[c] <=> guanine[c] + PRPP[c],2.4.2.8,Hprt,,,,,,Purine metabolism,,,PMID:15178494;PMID:17081813;PMID:7402756,0
,MAR04453,,ATP[c] + NH3[c] + xanthosine-5-phosphate[c] => AMP[c] + GMP[c] + H+[c] + PPi[c],6.3.4.1,Gmps,,,,,,Purine metabolism,,,PMID:6260205;PMID:6698284;PMID:7559506;PMID:7706277;PMID:8089153,0
,MAR04480,,ADP[c] + dADP[c] <=> ATP[c] + dAMP[c],2.7.4.11;2.7.4.3,Acad8 or Acad9 or Acadm or Acadvl or Acox3 or Ak1 or Ak2 or Ak3 or Ak4 or Ak5 or Ak6 or Ak7 or Ak8 or Ak9,,,,,,Purine metabolism,,,PMID:11768308,0
,MAR04481,,adenosine[c] + H2O[c] => inosine[c] + NH3[c],3.5.4.4,Ada,,,,,,Purine metabolism,,,PMID:15016824,0
,MAR04482,,adenosine[s] + H2O[s] => inosine[s] + NH3[s],3.5.4.4,Ada,,,,,,Purine metabolism,,,PMID:15016824,0
,MAR04486,,glucose[c] + ITP[c] => glucose-6-phosphate[c] + H+[c] + IDP[c],2.7.1.1,Hk1 or Hk2 or Hk3 or Hkdc1,,,,,,Purine metabolism,,,PMID:16906315;PMID:7061426;PMID:7150652;PMID:8717435,0
,MAR04487,,dATP[c] + glucose[c] => dADP[c] + glucose-6-phosphate[c] + H+[c],2.7.1.1,Hk1 or Hk2 or Hk3 or Hkdc1,,,,,,Purine metabolism,,,PMID:16906315;PMID:7061426;PMID:7150652;PMID:8717435,0
,MAR04488,,fructose[c] + ITP[c] => fructose-6-phosphate[c] + H+[c] + IDP[c],2.7.1.1,Hk1 or Hk2 or Hk3 or Hkdc1,,,,,,Purine metabolism,,,PMID:16906315;PMID:7061426;PMID:7150652;PMID:8717435,0
,MAR04489,,dATP[c] + fructose[c] => dADP[c] + fructose-6-phosphate[c] + H+[c],2.7.1.1,Hk1 or Hk2 or Hk3 or Hkdc1,,,,,,Purine metabolism,,,PMID:16906315;PMID:7061426;PMID:7150652;PMID:8717435,0
,MAR04492,,ITP[c] + mannose[c] => H+[c] + IDP[c] + mannose-6-phosphate[c],2.7.1.1,Hk1 or Hk2 or Hk3 or Hkdc1,,,,,,Purine metabolism,,,PMID:16906315;PMID:7061426;PMID:7150652;PMID:8717435,0
,MAR04493,,dATP[c] + mannose[c] => dADP[c] + H+[c] + mannose-6-phosphate[c],2.7.1.1,Hk1 or Hk2 or Hk3 or Hkdc1,,,,,,Purine metabolism,,,PMID:16906315;PMID:7061426;PMID:7150652;PMID:8717435,0
,MAR04495,,glucosamine[c] + ITP[c] => glucosamine-6-phosphate[c] + H+[c] + IDP[c],2.7.1.1,Hk1 or Hk2 or Hk3 or Hkdc1,,,,,,Purine metabolism,,,PMID:16906315;PMID:7061426;PMID:7150652;PMID:8717435,0
,MAR04496,,dATP[c] + glucosamine[c] => dADP[c] + glucosamine-6-phosphate[c] + H+[c],2.7.1.1,Hk1 or Hk2 or Hk3 or Hkdc1,,,,,,Purine metabolism,,,PMID:16906315;PMID:7061426;PMID:7150652;PMID:8717435,0
,MAR04518,,guanine[c] + H2O[c] => NH3[c] + xanthine[c],3.5.4.3,Gda,,,,,,Purine metabolism,,,PMID:10348987;PMID:14342518;PMID:16742482;PMID:4821397;PMID:4822729;PMID:950009,0
,MAR04519,,H2O[c] + hypoxanthine[c] + NAD+[c] => H+[c] + NADH[c] + xanthine[c],1.17.1.4,Xdh,,,,,,Purine metabolism,,,PMID:2713424;PMID:8248161,0
,MAR04520,,H2O[c] + hypoxanthine[c] + O2[c] => H2O2[c] + xanthine[c],1.17.3.2,Xdh,,,,,,Purine metabolism,,,PMID:11993848;PMID:1643670;PMID:3010873;PMID:8343533,0
,MAR04573,,dGDP[c] + H+[c] + PEP[c] => dGTP[c] + pyruvate[c],2.7.1.40,Pklr or Pkm,,,,,,Purine metabolism,,,PMID:1009117;PMID:7154942,0
,MAR04574,,inosine[c] + Pi[c] <=> hypoxanthine[c] + ribose-1-phosphate[c],2.4.2.1,Pnp,,,,,,Purine metabolism,,,PMID:2301;PMID:37803,0
,MAR04600,,ATP[c] + deoxyguanosine[c] => ADP[c] + dGMP[c] + H+[c],2.7.1.113,Dguok,,,,,,Purine metabolism,,,PMID:15748706,0
,MAR04602,,dGMP[c] + H2O[c] => deoxyguanosine[c] + Pi[c],3.1.3.5,Acpp or Nt5c or Nt5c1a or Nt5c1b or Nt5c2 or Nt5c3 or Nt5c3b or Nt5e or Nt5m or Rbak,,,,,,Purine metabolism,,,PMID:11690631;PMID:17405878;PMID:6284244;PMID:7999131,0
,MAR04603,,2-deoxy-D-ribose-1-phosphate[c] + guanine[c] <=> deoxyguanosine[c] + Pi[c],2.4.2.1;2.4.2.4,Pnp or Tymp,,,,,,Purine metabolism,,,PMID:2301;PMID:37803,0
,MAR04611,,ATP[c] + thioredoxin[c] => dATP[c] + H2O[c] + oxidized thioredoxin[c],1.17.4.1,(Rrm1 and Rrm2 and Rrm2b and Txn2) or (Rrm1 and Rrm2 and Rrm2b and Txn1),,,,,,Purine metabolism,,,PMID:6121703;PMID:8074691,0
,MAR04612,,ADP[c] + thioredoxin[c] => dADP[c] + H2O[c] + oxidized thioredoxin[c],1.17.4.1,(Rrm1 and Rrm2 and Rrm2b and Txn2) or (Rrm1 and Rrm2 and Rrm2b and Txn1),,,,,,Purine metabolism,,,PMID:6121703;PMID:8074691,0
,MAR04614,,GTP[c] + thioredoxin[c] => dGTP[c] + H2O[c] + oxidized thioredoxin[c],1.17.4.1,(Rrm1 and Rrm2 and Rrm2b and Txn2) or (Rrm1 and Rrm2 and Rrm2b and Txn1),,,,,,Purine metabolism,,,PMID:6121703;PMID:8074691,0
,MAR04615,,GDP[c] + thioredoxin[c] => dGDP[c] + H2O[c] + oxidized thioredoxin[c],1.17.4.1,(Rrm1 and Rrm2 and Rrm2b and Txn2) or (Rrm1 and Rrm2 and Rrm2b and Txn1),,,,,,Purine metabolism,,,PMID:6121703;PMID:8074691,0
,MAR04617,,CTP[c] + thioredoxin[c] => dCTP[c] + H2O[c] + oxidized thioredoxin[c],1.17.4.1,(Rrm1 and Rrm2 and Rrm2b and Txn2) or (Rrm1 and Rrm2 and Rrm2b and Txn1),,,,,,Purine metabolism,,,PMID:6121703;PMID:8074691,0
,MAR04618,,thioredoxin[c] + UTP[c] => dUTP[c] + H2O[c] + oxidized thioredoxin[c],1.17.4.1,(Rrm1 and Rrm2 and Rrm2b and Txn2) or (Rrm1 and Rrm2 and Rrm2b and Txn1),,,,,,Purine metabolism,,,PMID:6121703;PMID:8074691,0
,MAR04619,,CDP[c] + thioredoxin[c] => dCDP[c] + H2O[c] + oxidized thioredoxin[c],1.17.4.1,(Rrm1 and Rrm2 and Rrm2b and Txn2) or (Rrm1 and Rrm2 and Rrm2b and Txn1),,,,,,Purine metabolism,,,PMID:6121703;PMID:8074691,0
,MAR04621,,thioredoxin[c] + UDP[c] => dUDP[c] + H2O[c] + oxidized thioredoxin[c],1.17.4.1,(Rrm1 and Rrm2 and Rrm2b and Txn2) or (Rrm1 and Rrm2 and Rrm2b and Txn1),,,,,,Purine metabolism,,,PMID:6121703;PMID:8074691,0
,MAR04632,,dAMP[c] + H2O[c] => deoxyadenosine[c] + Pi[c],3.1.3.5,Acpp or Nt5c or Nt5c1a or Nt5c1b or Nt5c2 or Nt5c3 or Nt5c3b or Nt5e or Nt5m or Rbak,,,,,,Purine metabolism,,,PMID:11690631;PMID:17405878;PMID:6284244;PMID:7999131,0
,MAR04646,,H2O[c] + NAD+[c] + xanthine[c] => H+[c] + NADH[c] + urate[c],1.17.1.4,Xdh,,,,,,Purine metabolism,,,PMID:11246119;PMID:12632927,0
,MAR04648,,H2O[p] + NAD+[p] + xanthine[p] => H+[p] + NADH[p] + urate[p],1.17.1.4,Xdh,,,,,,Purine metabolism,,,PMID:11246119;PMID:12632927,0
,MAR04649,,H2O[c] + O2[c] + xanthine[c] => H2O2[c] + urate[c],1.17.3.2,Xdh,,,,,,Purine metabolism,,,PMID:16087479;PMID:1643670;PMID:16756494;PMID:18600557;PMID:8343533,0
,MAR04650,,H2O[p] + O2[p] + xanthine[p] => H2O2[p] + urate[p],1.17.3.2,Xdh,,,,,,Purine metabolism,,,PMID:16087479;PMID:1643670;PMID:16756494;PMID:18600557;PMID:8343533,0
,MAR04651,,guanosine[c] + Pi[c] <=> guanine[c] + ribose-1-phosphate[c],2.4.2.15;2.4.2.1,Pnp,,,,,,Purine metabolism,,,PMID:2301;PMID:37803,0
,MAR04663,,Pi[c] + xanthosine[c] <=> ribose-1-phosphate[c] + xanthine[c],2.4.2.1,Pnp,,,,,,Purine metabolism,,,PMID:2301;PMID:37803,0
,MAR04664,,PRPP[c] + xanthine[c] => PPi[c] + xanthosine-5-phosphate[c],2.4.2.22,Hprt,,,,,,Purine metabolism,,,,0
,MAR04694,,deoxyadenosine[c] + H2O[c] => deoxyinosine[c] + NH3[c],3.5.4.4,Ada,,,,,,Purine metabolism,,,PMID:12381379;PMID:4625871;PMID:9388,0
